Name,Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THAD,Ace Trainer ,JYNX 1,JYNX 2,JYNX 3,JYNX 4,DEWGONG 1,DEWGONG 2,DEWGONG 3,DEWGONG 4,GLALIE 1,GLALIE 2,GLALIE 3,GLALIE 4,FROSLASS 1,FROSLASS 2,FROSLASS 3,FROSLASS 4,ABOMASNOW 1,ABOMASNOW 2,ABOMASNOW 3,ABOMASNOW 4,WEAVILE 1,WEAVILE 2,WEAVILE 3,WEAVILE 4,GLACEON 1,GLACEON 2,GLACEON 3,GLACEON 4,WALREIN 1,WALREIN 2,WALREIN 3,WALREIN 4,MAMOSWINE 1,MAMOSWINE 2,MAMOSWINE 3,MAMOSWINE 4,LAPRAS 1,LAPRAS 2,LAPRAS 3,LAPRAS 4,ARTICUNO 1,ARTICUNO 2,ARTICUNO 3,ARTICUNO 4,REGICE 1,REGICE 2,REGICE 3,REGICE 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLY,Cowgirl ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINGER,Cowgirl ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPA,Pokefan ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANDORA,Pokefan ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMON,Pokefan ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURNER,Pokefan ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORIS,Rancher ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERN,Rancher ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELISE,PKMN Ranger ,VENUSAUR 4,CHARIZARD 4,BLASTOISE 4,MEGANIUM 4,TYPHLOSION 4,FERALIGATR 4,SCEPTILE 4,BLAZIKEN 4,SWAMPERT 4,TORTERRA 4,INFERNAPE 4,EMPOLEON 4,DUGTRIO 4,MAROWAK 4,MEDICHAM 4,QUAGSIRE 4,GRANBULL 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,FORRETRESS 4,SKARMORY 4,ABSOL 4,WHISCASH 4,HARIYAMA 4,VESPIQUEN 4,RAICHU 4,DEWGONG 4,MANECTRIC 4,STARAPTOR 4,GASTRODON 4,SKUNTANK 4,VILEPLUME 4,VICTREEBEL 4,ELECTRODE 4,LUDICOLO 4,SHIFTRY 4,EXPLOUD 4,GLALIE 4,LOPUNNY 4,FROSLASS 4,AMBIPOM 4,HYPNO 4,GOLEM 4,RHYDON 4,SLOWBRO 4,WEEZING 4,KANGASKHAN 4,TAUROS 4,ALAKAZAM 4,SLOWKING 4,MILTANK 4,ALTARIA 4,TOXICROAK 4,ABOMASNOW 4,NIDOQUEEN 4,NIDOKING 4,CRADILY 4,ARMALDO 4,BASTIODON 4,FLOATZEL 4,MISMAGIUS 4,DRIFBLIM 4,GOLDUCK 4,POLIWRATH 4,RAPIDASH 4,MUK 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDRE,Camper ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREDDY,Camper,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
