Name,Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIRNE,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
CALEB,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
CHAR,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
ANTONY,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
DIERDRE,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
JAMIE,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
JOSHUA,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
BETH,,RAMPARDOS 1,ESCAVALIER 1,POLIWRATH 1,POLITOED 1,HOUNDOOM 1,DRAPION 1,HONCHKROW 1,KROOKODILE 1,MANDIBUZZ 1,LICKILICKY 1,STARMIE 1,JOLTEON 1,GLACEON 1,MIENSHAO 1,MAMOSWINE 1,TANGROWTH 1,KINGDRA 1,MAGMORTAR 1,ARCHEOPS 1,GARCHOMP 1,BASTIODON 1,ACCELGOR 1,RAPIDASH 1,PINSIR 1,DONPHAN 1,LUXRAY 1,ROSERADE 1,STEELIX 1,BRAVIARY 1,YANMEGA 1,FLYGON 1,FLAREON 1,LUCARIO 1,BEARTIC 1,LAPRAS 1,PORYGON-Z 1,SNORLAX 1,HAXORUS 1,DRAGONITE 1,HYDREIGON 1,FLOATZEL 1,ZEBSTRIKA 1,MUK 1,SCIZOR 1,WAILORD 1,NINETALES 1,GIGALITH 1,WEAVILE 1,TENTACRUEL 1,GARDEVOIR 1,KLINKLANG 1,ESPEON 1,HIPPOWDON 1,BOUFFALANT 1,CROBAT 1,VANILLUXE 1,BLISSEY 1,TOGEKISS 1,TYRANITAR 1,SLAKING 1,MISMAGIUS 1,DRIFBLIM 1,GENGAR 1,HERACROSS 1,CLAYDOL 1,MACHAMP 1,CONKELDURR 1,GLISCOR 1,AERODACTYL 1,GALLADE 1,CHANDELURE 1,UMBREON 1,PROBOPASS 1,AGGRON 1,MAGNEZONE 1,EELEKTROSS 1,MILOTIC 1,VOLCARONA 1,SALAMENCE 1,CARRACOSTA 1,SEISMITOAD 1,AMPHAROS 1,URSARING 1,BRONZONG 1,SHUCKLE 1,EXCADRILL 1,ZOROARK 1,PORYGON2 1,EXEGGUTOR 1,VAPOREON 1,LEAFEON 1,DUSKNOIR 1,WALREIN 1,RHYPERIOR 1,GYARADOS 1,ELECTIVIRE 1,ARCANINE 1,METAGROSS 1,,
SCHUYLER,,BARBARACLE 1,TYRANTRUM 1,DELPHOX 1,GOODRA 1,AROMATISSE 1,TYPHLOSION 1,TORTERRA 1,SAMUROTT 1,GRANBULL 1,FORRETRESS 1,VESPIQUEN 1,GASTRODON 1,VILEPLUME 1,EXPLOUD 1,AMBIPOM 1,SLOWBRO 1,CRYOGONAL 1,ALAKAZAM 1,GOTHITELLE 1,NIDOKING 1,HAWLUCHA 1,AURORUS 1,GRENINJA 1,TREVENANT 1,VENUSAUR 1,FERALIGATR 1,INFERNAPE 1,DUGTRIO 1,JYNX 1,SKARMORY 1,RAICHU 1,SKUNTANK 1,VICTREEBEL 1,LOPUNNY 1,COFAGRIGUS 1,WEEZING 1,DRUDDIGON 1,SLOWKING 1,REUNICLUS 1,CRADILY 1,CARBINK 1,TALONFLAME 1,GOGOAT 1,GOURGEIST 1,CHARIZARD 1,SCEPTILE 1,EMPOLEON 1,MAROWAK 1,MRMIME 1,ABSOL 1,DEWGONG 1,SAWK 1,ELECTRODE 1,FROSLASS 1,GOLURK 1,KANGASKHAN 1,MUSHARNA 1,MILTANK 1,BISHARP 1,ARMALDO 1,PYROAR 1,SYLVEON 1,NOIVERN 1,CLAWITZER 1,BLASTOISE 1,BLAZIKEN 1,SERPERIOR 1,MEDICHAM 1,LANTURN 1,WHISCASH 1,MANECTRIC 1,THROH 1,LUDICOLO 1,LILLIGANT 1,DURANT 1,TAUROS 1,SCRAFTY 1,ALTARIA 1,ABOMASNOW 1,AVALUGG 1,CHESNAUGHT 1,FLORGES 1,SLURPUFF 1,MEGANIUM 1,SWAMPERT 1,EMBOAR 1,QUAGSIRE 1,BRELOOM 1,HARIYAMA 1,STARAPTOR 1,UNFEZANT 1,SHIFTRY 1,DARMANITAN 1,GOLEM 1,SPIRITOMB 1,FERROTHORN 1,TOXICROAK 1,NIDOQUEEN 1,,
ATHENA,,BARBARACLE 1,TYRANTRUM 1,DELPHOX 1,GOODRA 1,AROMATISSE 1,TYPHLOSION 1,TORTERRA 1,SAMUROTT 1,GRANBULL 1,FORRETRESS 1,VESPIQUEN 1,GASTRODON 1,VILEPLUME 1,EXPLOUD 1,AMBIPOM 1,SLOWBRO 1,CRYOGONAL 1,ALAKAZAM 1,GOTHITELLE 1,NIDOKING 1,HAWLUCHA 1,AURORUS 1,GRENINJA 1,TREVENANT 1,VENUSAUR 1,FERALIGATR 1,INFERNAPE 1,DUGTRIO 1,JYNX 1,SKARMORY 1,RAICHU 1,SKUNTANK 1,VICTREEBEL 1,LOPUNNY 1,COFAGRIGUS 1,WEEZING 1,DRUDDIGON 1,SLOWKING 1,REUNICLUS 1,CRADILY 1,CARBINK 1,TALONFLAME 1,GOGOAT 1,GOURGEIST 1,CHARIZARD 1,SCEPTILE 1,EMPOLEON 1,MAROWAK 1,MRMIME 1,ABSOL 1,DEWGONG 1,SAWK 1,ELECTRODE 1,FROSLASS 1,GOLURK 1,KANGASKHAN 1,MUSHARNA 1,MILTANK 1,BISHARP 1,ARMALDO 1,PYROAR 1,SYLVEON 1,NOIVERN 1,CLAWITZER 1,BLASTOISE 1,BLAZIKEN 1,SERPERIOR 1,MEDICHAM 1,LANTURN 1,WHISCASH 1,MANECTRIC 1,THROH 1,LUDICOLO 1,LILLIGANT 1,DURANT 1,TAUROS 1,SCRAFTY 1,ALTARIA 1,ABOMASNOW 1,AVALUGG 1,CHESNAUGHT 1,FLORGES 1,SLURPUFF 1,MEGANIUM 1,SWAMPERT 1,EMBOAR 1,QUAGSIRE 1,BRELOOM 1,HARIYAMA 1,STARAPTOR 1,UNFEZANT 1,SHIFTRY 1,DARMANITAN 1,GOLEM 1,SPIRITOMB 1,FERROTHORN 1,TOXICROAK 1,NIDOQUEEN 1,,
AURIC,,BARBARACLE 1,TYRANTRUM 1,DELPHOX 1,GOODRA 1,AROMATISSE 1,TYPHLOSION 1,TORTERRA 1,SAMUROTT 1,GRANBULL 1,FORRETRESS 1,VESPIQUEN 1,GASTRODON 1,VILEPLUME 1,EXPLOUD 1,AMBIPOM 1,SLOWBRO 1,CRYOGONAL 1,ALAKAZAM 1,GOTHITELLE 1,NIDOKING 1,HAWLUCHA 1,AURORUS 1,GRENINJA 1,TREVENANT 1,VENUSAUR 1,FERALIGATR 1,INFERNAPE 1,DUGTRIO 1,JYNX 1,SKARMORY 1,RAICHU 1,SKUNTANK 1,VICTREEBEL 1,LOPUNNY 1,COFAGRIGUS 1,WEEZING 1,DRUDDIGON 1,SLOWKING 1,REUNICLUS 1,CRADILY 1,CARBINK 1,TALONFLAME 1,GOGOAT 1,GOURGEIST 1,CHARIZARD 1,SCEPTILE 1,EMPOLEON 1,MAROWAK 1,MRMIME 1,ABSOL 1,DEWGONG 1,SAWK 1,ELECTRODE 1,FROSLASS 1,GOLURK 1,KANGASKHAN 1,MUSHARNA 1,MILTANK 1,BISHARP 1,ARMALDO 1,PYROAR 1,SYLVEON 1,NOIVERN 1,CLAWITZER 1,BLASTOISE 1,BLAZIKEN 1,SERPERIOR 1,MEDICHAM 1,LANTURN 1,WHISCASH 1,MANECTRIC 1,THROH 1,LUDICOLO 1,LILLIGANT 1,DURANT 1,TAUROS 1,SCRAFTY 1,ALTARIA 1,ABOMASNOW 1,AVALUGG 1,CHESNAUGHT 1,FLORGES 1,SLURPUFF 1,MEGANIUM 1,SWAMPERT 1,EMBOAR 1,QUAGSIRE 1,BRELOOM 1,HARIYAMA 1,STARAPTOR 1,UNFEZANT 1,SHIFTRY 1,DARMANITAN 1,GOLEM 1,SPIRITOMB 1,FERROTHORN 1,TOXICROAK 1,NIDOQUEEN 1,,
FRANCOISE,,BARBARACLE 1,TYRANTRUM 1,DELPHOX 1,GOODRA 1,AROMATISSE 1,TYPHLOSION 1,TORTERRA 1,SAMUROTT 1,GRANBULL 1,FORRETRESS 1,VESPIQUEN 1,GASTRODON 1,VILEPLUME 1,EXPLOUD 1,AMBIPOM 1,SLOWBRO 1,CRYOGONAL 1,ALAKAZAM 1,GOTHITELLE 1,NIDOKING 1,HAWLUCHA 1,AURORUS 1,GRENINJA 1,TREVENANT 1,VENUSAUR 1,FERALIGATR 1,INFERNAPE 1,DUGTRIO 1,JYNX 1,SKARMORY 1,RAICHU 1,SKUNTANK 1,VICTREEBEL 1,LOPUNNY 1,COFAGRIGUS 1,WEEZING 1,DRUDDIGON 1,SLOWKING 1,REUNICLUS 1,CRADILY 1,CARBINK 1,TALONFLAME 1,GOGOAT 1,GOURGEIST 1,CHARIZARD 1,SCEPTILE 1,EMPOLEON 1,MAROWAK 1,MRMIME 1,ABSOL 1,DEWGONG 1,SAWK 1,ELECTRODE 1,FROSLASS 1,GOLURK 1,KANGASKHAN 1,MUSHARNA 1,MILTANK 1,BISHARP 1,ARMALDO 1,PYROAR 1,SYLVEON 1,NOIVERN 1,CLAWITZER 1,BLASTOISE 1,BLAZIKEN 1,SERPERIOR 1,MEDICHAM 1,LANTURN 1,WHISCASH 1,MANECTRIC 1,THROH 1,LUDICOLO 1,LILLIGANT 1,DURANT 1,TAUROS 1,SCRAFTY 1,ALTARIA 1,ABOMASNOW 1,AVALUGG 1,CHESNAUGHT 1,FLORGES 1,SLURPUFF 1,MEGANIUM 1,SWAMPERT 1,EMBOAR 1,QUAGSIRE 1,BRELOOM 1,HARIYAMA 1,STARAPTOR 1,UNFEZANT 1,SHIFTRY 1,DARMANITAN 1,GOLEM 1,SPIRITOMB 1,FERROTHORN 1,TOXICROAK 1,NIDOQUEEN 1,,
PRESTON,,BARBARACLE 1,TYRANTRUM 1,DELPHOX 1,GOODRA 1,AROMATISSE 1,TYPHLOSION 1,TORTERRA 1,SAMUROTT 1,GRANBULL 1,FORRETRESS 1,VESPIQUEN 1,GASTRODON 1,VILEPLUME 1,EXPLOUD 1,AMBIPOM 1,SLOWBRO 1,CRYOGONAL 1,ALAKAZAM 1,GOTHITELLE 1,NIDOKING 1,HAWLUCHA 1,AURORUS 1,GRENINJA 1,TREVENANT 1,VENUSAUR 1,FERALIGATR 1,INFERNAPE 1,DUGTRIO 1,JYNX 1,SKARMORY 1,RAICHU 1,SKUNTANK 1,VICTREEBEL 1,LOPUNNY 1,COFAGRIGUS 1,WEEZING 1,DRUDDIGON 1,SLOWKING 1,REUNICLUS 1,CRADILY 1,CARBINK 1,TALONFLAME 1,GOGOAT 1,GOURGEIST 1,CHARIZARD 1,SCEPTILE 1,EMPOLEON 1,MAROWAK 1,MRMIME 1,ABSOL 1,DEWGONG 1,SAWK 1,ELECTRODE 1,FROSLASS 1,GOLURK 1,KANGASKHAN 1,MUSHARNA 1,MILTANK 1,BISHARP 1,ARMALDO 1,PYROAR 1,SYLVEON 1,NOIVERN 1,CLAWITZER 1,BLASTOISE 1,BLAZIKEN 1,SERPERIOR 1,MEDICHAM 1,LANTURN 1,WHISCASH 1,MANECTRIC 1,THROH 1,LUDICOLO 1,LILLIGANT 1,DURANT 1,TAUROS 1,SCRAFTY 1,ALTARIA 1,ABOMASNOW 1,AVALUGG 1,CHESNAUGHT 1,FLORGES 1,SLURPUFF 1,MEGANIUM 1,SWAMPERT 1,EMBOAR 1,QUAGSIRE 1,BRELOOM 1,HARIYAMA 1,STARAPTOR 1,UNFEZANT 1,SHIFTRY 1,DARMANITAN 1,GOLEM 1,SPIRITOMB 1,FERROTHORN 1,TOXICROAK 1,NIDOQUEEN 1,,
MADISON,,BARBARACLE 1,TYRANTRUM 1,DELPHOX 1,GOODRA 1,AROMATISSE 1,TYPHLOSION 1,TORTERRA 1,SAMUROTT 1,GRANBULL 1,FORRETRESS 1,VESPIQUEN 1,GASTRODON 1,VILEPLUME 1,EXPLOUD 1,AMBIPOM 1,SLOWBRO 1,CRYOGONAL 1,ALAKAZAM 1,GOTHITELLE 1,NIDOKING 1,HAWLUCHA 1,AURORUS 1,GRENINJA 1,TREVENANT 1,VENUSAUR 1,FERALIGATR 1,INFERNAPE 1,DUGTRIO 1,JYNX 1,SKARMORY 1,RAICHU 1,SKUNTANK 1,VICTREEBEL 1,LOPUNNY 1,COFAGRIGUS 1,WEEZING 1,DRUDDIGON 1,SLOWKING 1,REUNICLUS 1,CRADILY 1,CARBINK 1,TALONFLAME 1,GOGOAT 1,GOURGEIST 1,CHARIZARD 1,SCEPTILE 1,EMPOLEON 1,MAROWAK 1,MRMIME 1,ABSOL 1,DEWGONG 1,SAWK 1,ELECTRODE 1,FROSLASS 1,GOLURK 1,KANGASKHAN 1,MUSHARNA 1,MILTANK 1,BISHARP 1,ARMALDO 1,PYROAR 1,SYLVEON 1,NOIVERN 1,CLAWITZER 1,BLASTOISE 1,BLAZIKEN 1,SERPERIOR 1,MEDICHAM 1,LANTURN 1,WHISCASH 1,MANECTRIC 1,THROH 1,LUDICOLO 1,LILLIGANT 1,DURANT 1,TAUROS 1,SCRAFTY 1,ALTARIA 1,ABOMASNOW 1,AVALUGG 1,CHESNAUGHT 1,FLORGES 1,SLURPUFF 1,MEGANIUM 1,SWAMPERT 1,EMBOAR 1,QUAGSIRE 1,BRELOOM 1,HARIYAMA 1,STARAPTOR 1,UNFEZANT 1,SHIFTRY 1,DARMANITAN 1,GOLEM 1,SPIRITOMB 1,FERROTHORN 1,TOXICROAK 1,NIDOQUEEN 1,,
